name,hex,l,a,b,flag
Alluring Light,#fff7d8,0.97439337,-0.0036718845,0.041080296,false
Alluring Umber,#977b4d,0.5987891,0.013532564,0.07058135,false
Alluring White,#efe1d2,0.9168881,0.008890539,0.023682714,false
Alluvial Inca,#bb934b,0.68609655,0.017105147,0.100785285,false
Allyson,#cb738b,0.6594586,0.11320451,0.006255746,false
Almanac,#e8dec9,0.9029623,0.0023264885,0.029998839,false
Almandine,#c2a37e,0.73397684,0.01968962,0.059040964,false
Almeja,#f5e0c9,0.91771775,0.013205856,0.03600663,false
Almendra Tostada,#e8d6bd,0.88421685,0.00930962,0.037798107,false
Almond,#eddcc8,0.9029151,0.010162026,0.031058311,true
Almond Beige,#dfd5ca,0.87799996,0.0062914193,0.017492235,false
Almond Biscuit,#e9c9a9,0.8550247,0.021934062,0.051567733,false
Almond Blossom,#f2acb8,0.8138167,0.08262098,0.011252403,false
Almond Blossom Pink,#e0d2d1,0.87481374,0.014452338,0.005962968,false
Almond Brittle,#e5d3b9,0.874782,0.008936882,0.039135277,false
Almond Buff,#ccb590,0.78347117,0.0102701485,0.055521846,false
Almond Butter,#d8c6a8,0.83371466,0.007430762,0.044551373,false
Almond Cookie,#eec87c,0.8493464,0.011349112,0.10340834,false
Almond Cream,#f4c29f,0.84988594,0.040860146,0.061758637,false
Almond Frost,#9a8678,0.6342725,0.017318994,0.026762277,false
Almond Green,#595e4c,0.47201836,-0.014423311,0.024859995,false
Almond Icing,#efe3d9,0.92262,0.008701414,0.016674161,false
Almond Kiss,#f6e3d4,0.92710364,0.014159828,0.025289297,false
Almond Latte,#d6c0a4,0.81903696,0.012695819,0.043596506,false
Almond Milk,#d2c9b8,0.8385505,0.00289616,0.025078773,true
Almond Oil,#f4efc1,0.9446219,-0.012776226,0.05849427,false
Almond Paste,#e5dbc5,0.8935579,0.0019358397,0.03132564,false
Almond Puff,#c8b960,0.779839,-0.019236922,0.110100925,false
Almond Roca,#f0e8e0,0.9350689,0.0052514374,0.012777388,false
Almond Rose,#cc8888,0.6955248,0.0790593,0.0278517,false
Almond Silk,#e1cfb2,0.86177605,0.007767886,0.04299563,false
Almond Toast,#bf9e77,0.719553,0.02131015,0.06240034,false
Almond Truffle,#7d665b,0.5295803,0.023320585,0.024992108,false
Almond Willow,#e6c9bc,0.85683966,0.026182115,0.026765049,false
Almond Wisp,#d6cab9,0.8441603,0.006124854,0.026041806,false
Almondine,#fedebc,0.91866153,0.020704657,0.053168,false
Almost Aloe,#bfe5b1,0.88130397,-0.059186757,0.054519117,false
Almost Apricot,#e0a787,0.7739942,0.051296383,0.062129498,false
Almost Aqua,#98ddc5,0.8448436,-0.076305956,0.01254499,false
Almost Famous,#3a5457,0.4261903,-0.028710783,-0.013397723,false
Almost Mauve,#e5d9d6,0.8940627,0.011477321,0.007828653,false
Almost Pink,#f0e3da,0.9237001,0.010137916,0.015733838,false
Almost Plum,#beb0c2,0.7744829,0.022221237,-0.019533634,false
Almost Royal,#6a2ded,0.51105726,0.078470826,-0.24551979,false
Aloe,#817a60,0.5785889,-0.0032285005,0.038744748,false
Aloe Blossom,#c97863,0.6554719,0.08709684,0.061821938,false
Aloe Cream,#dbe5b9,0.90309715,-0.027730912,0.05216378,false
Aloe Essence,#ecf1e2,0.95026785,-0.010837883,0.017451048,false
Aloe Leaf,#61643f,0.49073493,-0.020761117,0.05090651,false
Aloe Mist,#dcf2e3,0.94084716,-0.027937919,0.012458563,false
Aloe Nectar,#dfe2c9,0.903805,-0.012869835,0.030884802,false
Aloe Plant,#b8ba87,0.7746371,-0.023217231,0.06456572,false
Aloe Thorn,#888b73,0.6274591,-0.013763994,0.03211847,false
Aloe Tip,#8a9480,0.65261143,-0.01964444,0.024254024,true
Aloe Vera,#678779,0.59464157,-0.0409064,0.009935617,true
Aloe Vera Green,#7e9b39,0.6469236,-0.07222727,0.10720262,false
Aloe Vera Tea,#848b71,0.62360543,-0.019187361,0.03354287,false
Aloe Wash,#d0d3b7,0.8570514,-0.014270693,0.035036325,false
Aloeswood,#6a432d,0.4226595,0.041310027,0.0488486,false
Aloha,#1db394,0.68649876,-0.12485817,0.013566852,false
Aloha Sunset,#e9aa91,0.7911416,0.060676187,0.055739045,false
Alone in the Dark,#000066,0.2306528,-0.01656209,-0.15896606,true
Aloof,#d4e2e6,0.9034284,-0.012830347,-0.0095568895,false
Aloof Grey,#c9c9c0,0.8333575,-0.0035346746,0.011808813,false
Aloof Lama,#d6c5a0,0.8281559,0.0034955442,0.05290872,false
Alpaca,#f7e5da,0.9333472,0.01461792,0.019888699,true
Alpaca Blanket,#ded7c5,0.8798661,0.00034368038,0.025410712,false
Alpaca Wool,#f9ede2,0.9525633,0.008246243,0.017799735,false
Alpenglow,#f0beb8,0.8443061,0.052421063,0.025885105,false
Alpha Blue,#588bb4,0.6174899,-0.036475033,-0.07466394,false
Alpha Centauri,#4d5778,0.46192962,0.0010792613,-0.055383265,false
Alpha Gold,#ae8e5f,0.6653817,0.017330468,0.07227364,false
Alpha Male,#715a45,0.4851179,0.019323602,0.03943917,false
Alpha Tango,#628fb0,0.6303361,-0.033895135,-0.061255515,false
Alphabet Blue,#abcdef,0.83497894,-0.021996945,-0.05598718,false
Alphabet Soup,#fedcba,0.9143897,0.02290237,0.0539096,false
Alpine,#ad8a3b,0.65101784,0.009249434,0.10520327,false
Alpine Air,#a9b4a9,0.7580695,-0.016240954,0.011213541,false
Alpine Alabaster,#badbe6,0.8709272,-0.029169887,-0.024425864,false
Alpine Berry Yellow,#f7e0ba,0.9159745,0.009427786,0.05498749,false
Alpine Blue,#dbe4e5,0.9123244,-0.008869201,-0.0041188,false
Alpine Duck Grey,#40464d,0.39129815,-0.0043469965,-0.013584882,false
Alpine Expedition,#99eeff,0.90080965,-0.07262486,-0.04476559,true
Alpine Frost,#e0ded2,0.89885694,-0.002548486,0.016065896,false
Alpine Goat,#f1f2f8,0.96210045,0.0012117922,-0.007978439,false
Alpine Green,#005f50,0.43405703,-0.0803853,0.0042099655,false
Alpine Haze,#abbec0,0.7876175,-0.01918593,-0.008699119,false
Alpine Herbs,#449955,0.6131623,-0.11080848,0.06915429,false
Alpine Lake Green,#4f603e,0.46519637,-0.03625457,0.043292552,false
Alpine Landing,#117b87,0.53433776,-0.07828128,-0.04029095,false
Alpine Meadow,#6aae2e,0.68052053,-0.118924245,0.124509305,false
Alpine Moon,#ded3e6,0.8813493,0.018684,-0.021273017,false
Alpine Morning Blue,#a6ccd8,0.82164806,-0.033943385,-0.027456641,false
Alpine Race,#234162,0.36852145,-0.020753518,-0.064427555,false
Alpine Salamander,#051009,0.15893553,-0.021236472,0.009086318,false
Alpine Sky,#79b4ce,0.7389019,-0.048434436,-0.052814305,false
Alpine Summer,#a5a99a,0.727265,-0.01052615,0.018921673,false
Alpine Trail,#515a52,0.4570668,-0.014563382,0.008920431,false
Alright Then I Became a Princess,#ffaaa5,0.8195494,0.09293333,0.03984523,false
Alsike Clover Red,#b1575f,0.56828445,0.112697676,0.032310814,false
Alsot Olive,#dfd5b1,0.8718552,-0.003680408,0.04888022,false
Altar of Heaven,#4d4c80,0.4417687,0.019356564,-0.082159996,false
Altar Wine,#5f1a10,0.32954043,0.08737573,0.05286923,false
Altdorf Guard Blue,#1f56a7,0.4639353,-0.028328657,-0.13980222,false
Altdorf Sky Blue,#00a1ac,0.6460941,-0.101026714,-0.043701828,false
Alter Ego,#69656d,0.5131199,0.008248687,-0.010492772,false
Altered Pink,#efc7be,0.8617314,0.039838612,0.025685906,false
Alto,#cdc6c5,0.8319192,0.0070827603,0.0036461353,false
Alton Brown,#5a464b,0.4169591,0.02836202,0.000854373,false
Alu Gobi,#ddbb00,0.79783994,-0.01656565,0.16322055,false
Alucard’s Night,#000055,0.20319517,-0.014590502,-0.14004223,false
Aluminium,#848789,0.6215139,-0.0025733411,-0.0038939714,true
Aluminium Powder,#a9a0a9,0.7161337,0.013575584,-0.009244323,false
Aluminium Snow,#aeafb4,0.75472665,0.0008906424,-0.0071231723,false
Aluminum,#968c7b,0.64401495,0.00424847,0.027009279,false
Aluminum Foil,#d2d9db,0.88050485,-0.006503612,-0.0048354864,false
Aluminum Silver,#8c8d91,0.6438316,0.00051629543,-0.00599885,false
Aluminum Sky,#adafaf,0.75240076,-0.002169609,-0.00066787004,false
Alverda,#a5c970,0.7893436,-0.07400566,0.09806353,false
Always Almond,#ebe5d2,0.9215192,-0.0010949075,0.02606994,false
Always Apple,#a0a667,0.7052933,-0.033234596,0.07822555,false
Always Blue,#a2bacb,0.77629423,-0.018555194,-0.030665696,false
Always Green Grass,#11aa00,0.6406394,-0.17035204,0.13269362,true
Always Indigo,#66778c,0.563109,-0.010682702,-0.03690529,false
Always Neutral,#dfd7cb,0.8822392,0.003768295,0.018088698,false
Always Rosey,#e79db3,0.7744777,0.09209189,0.00014895201,false
Alyssa,#f4e2d6,0.9240087,0.014271677,0.021200478,false
Alyssum,#f2d5d7,0.89761424,0.031605482,0.00731349,false
Amalfi,#016e85,0.49741775,-0.06970474,-0.056493133,false
Amalfi Coast,#297cbf,0.5697958,-0.049921185,-0.11958772,false
Amalfitan Azure,#033b9a,0.38835153,-0.02543056,-0.16209969,false
Amaranth,#e86ead,0.7008169,0.16321391,-0.028736234,false
Amaranth Blossom,#7b2331,0.39858603,0.11675914,0.032300174,false
Amaranth Deep Purple,#9f2b68,0.4870689,0.16062924,-0.020759284,false
Amaranth Pink,#f19cbb,0.7862447,0.10756841,-0.0067620873,false
Amaranth Purple,#723f89,0.4620096,0.08857399,-0.09075555,false
Amaranth Red,#d3212d,0.55841523,0.18996045,0.08791205,false
Amarantha Red,#cc3311,0.5565534,0.16237435,0.10649642,false
Amaranthine,#5f4053,0.4132226,0.04914248,-0.015745312,false
Amaretto,#ab6f60,0.6015011,0.0660505,0.045745403,true
Amaretto Sour,#c09856,0.7028796,0.019019753,0.0949702,true
Amarillo Bebito,#fff1d4,0.96173114,0.0033504963,0.040666044,false
Amarillo Yellow,#fbf1c3,0.95465684,-0.0075294375,0.059894323,false
Amarklor Violet,#551199,0.38441303,0.09232178,-0.1691873,false
Amaryllis,#b85045,0.562678,0.12082043,0.06504154,false
Amaya,#f2c1cb,0.8568748,0.05719194,0.0046854615,false
Amazing Amethyst,#806568,0.5344251,0.03439358,0.006580293,false
Amazing Boulder,#a9a797,0.7254979,-0.004370272,0.022236586,false
Amazing Grey,#beb5a9,0.7771688,0.004989296,0.018990755,false
Amazing Smoke,#6680bb,0.6044637,-0.0074944794,-0.095024735,false
Amazon,#387b54,0.52804273,-0.08445227,0.038021326,true
Amazon Breeze,#ebebd6,0.93445605,-0.00809294,0.026594758,false
Amazon Depths,#505338,0.43182257,-0.016662985,0.038634896,false
Amazon Foliage,#606553,0.49692878,-0.0142290145,0.024590433,false
Amazon Green,#786a4a,0.52912676,0.0026121289,0.04973066,false
Amazon Jungle,#686747,0.50601596,-0.013475388,0.045580715,false
Amazon Mist,#ececdc,0.9387571,-0.006131768,0.02030778,false
Amazon Moss,#7e8c7a,0.6234018,-0.023393601,0.020524353,false
Amazon Parrot,#80e45f,0.8296616,-0.1462515,0.12866205,false
Amazon Queen,#948f54,0.6405132,-0.019595772,0.077494025,false
Amazon River,#777462,0.5563884,-0.004428312,0.02674517,false
Amazon River Dolphin,#e6b2b8,0.8123334,0.059921145,0.0114017725,false
Amazon Stone,#7e7873,0.576481,0.0048886538,0.00937894,false
Amazon Vine,#abaa97,0.7335205,-0.0067103207,0.025807679,false
Amazonian,#aa6644,0.5784367,0.06871253,0.07286295,false
Amazonian Orchid,#a7819d,0.6486173,0.0553717,-0.024732351,false
Amazonite,#00c4b0,0.7360878,-0.1316601,-0.004909694,false
Ambassador Blue,#0d2f5a,0.3072118,-0.02066347,-0.08396584,false
Amber,#ffbf00,0.84028757,0.017799228,0.17152888,true
Amber Autumn,#c69c6a,0.720225,0.027378708,0.07841295,false
Amber Brew,#d7a361,0.75028485,0.032539785,0.09851503,false
Amber Brown,#b46a4d,0.6001099,0.077325165,0.06943178,false
Amber Dawn,#f6bc77,0.83344674,0.03694907,0.10274202,false
Amber Essence,#ba843c,0.6534842,0.035161614,0.1045613,false
Amber Glass,#c79958,0.71252227,0.026437908,0.095819,false
Amber Glow,#f29a39,0.75994486,0.06568608,0.13469988,false
Amber Gold,#c19552,0.6973874,0.02355647,0.0972262,false
Amber Green,#ac8a41,0.6506285,0.010010749,0.09976524,false
Amber Grey,#d0a592,0.75617766,0.040722817,0.0407933,false
Amber Leaf,#ba9971,0.70330554,0.021047473,0.06385195,false
Amber Moon,#eed1a5,0.8742957,0.013706118,0.064685225,false
Amber Romance,#b18140,0.6377384,0.03045404,0.096485585,false
Amber Sun,#ff9988,0.7847406,0.108544946,0.06333572,false
Amber Tide,#ffafa3,0.82770455,0.08430672,0.046212673,false
Amber Wave,#d78b55,0.7038188,0.06674698,0.095229864,false
Amber Yellow,#fab75a,0.8245591,0.03925076,0.12783974,false
Amberized,#aa8559,0.641758,0.02487968,0.07092446,false
Ambience White,#e7e7e6,0.9276881,-0.0003784299,0.0012842417,false
Ambient Glow,#f8ede0,0.9512375,0.006437212,0.019989133,false
Ambit,#97653f,0.55159116,0.045345217,0.07027489,false
Ambitious Amber,#f0cb97,0.8616723,0.019437015,0.07685608,false
Ambitious Rose,#e9687e,0.6800619,0.157045,0.032913685,false
Ambrosia,#c6e1bc,0.8800651,-0.042258143,0.039080024,true
Ambrosia Coffee Cake,#eee9d3,0.93208593,-0.0033066273,0.029425263,false
Ambrosia Ivory,#fff4eb,0.9732914,0.007922649,0.014876783,false
Ambrosia Salad,#f4ded3,0.9154988,0.018962502,0.021351695,false
Ambrosial Oceanside,#47ae9c,0.6855814,-0.09904465,0.0003502965,true
Ameixa,#6a5acd,0.54356724,0.045877278,-0.16496572,false
Amelia,#beccc2,0.83162856,-0.01857835,0.008732557,false
Amélie’s Tutu,#fea7bd,0.819607,0.10543871,0.0058801174,false
America’s Cup,#34546d,0.43215764,-0.025381431,-0.05009806,false
American Anthem,#7595ab,0.6535343,-0.025392413,-0.041459143,false
American Beauty,#a73340,0.4972059,0.14344501,0.04743141,false
American Blue,#3b3b6d,0.37788147,0.016918182,-0.082393676,false
American Bronze,#391802,0.25354245,0.038599916,0.048632935,false
American Brown,#804040,0.45240846,0.08255784,0.031977743,false
American Gold,#d3af37,0.7655303,-0.0037479997,0.1384235,false
American Green,#34b334,0.67334074,-0.1583355,0.119418055,false
American Mahogany,#52352f,0.3614902,0.036810115,0.023140341,false
American Milking Devon,#63403a,0.41010767,0.043648988,0.025298059,false
American Orange,#ff8b00,0.74894756,0.09565355,0.15202156,false
American Pink,#ff9899,0.78682655,0.1166417,0.041584373,false
American Purple,#431c53,0.31050888,0.0717666,-0.07218878,false
American Red,#b32134,0.50030434,0.16822417,0.063254595,false
American River,#626e71,0.5291559,-0.012618452,-0.00865072,false
American Roast,#995544,0.52532685,0.07751171,0.054219633,false
American Rose,#ff033e,0.6324142,0.2362327,0.09255692,false
American Silver,#cfcfcf,0.85451365,-2.9802322e-8,5.9604645e-8,false
American Violet,#551b8c,0.3802036,0.0902043,-0.14604667,false
American Yellow,#f2b400,0.80555916,0.018734962,0.16442183,false
American Yorkshire,#efdcd4,0.90767145,0.01695484,0.016560733,false
Americana,#0477b4,0.5455753,-0.06016487,-0.113609165,false
Americano,#463732,0.35156184,0.017961308,0.014676124,false
Amethyst,#9966cc,0.60762054,0.09024337,-0.12734425,false
Amethyst Cream,#eceaec,0.93915987,0.0028128922,-0.0019255877,false
Amethyst Dark Violet,#4f3c52,0.38538435,0.034662157,-0.027292967,false
Amethyst Ganzstar,#8f00ff,0.54763174,0.14169207,-0.25796884,false
Amethyst Gem,#776985,0.5440062,0.027964652,-0.036412656,false
Amethyst Grey,#9085c4,0.6507705,0.034329504,-0.08672452,false
Amethyst Grey Violet,#9c89a1,0.655012,0.031233966,-0.02699387,false
Amethyst Haze,#a0a0aa,0.7089002,0.0039744973,-0.013836265,false
Amethyst Ice,#d0c9c6,0.84067833,0.0062859952,0.0062583685,false
Amethyst Light Violet,#cfc2d1,0.82920694,0.019655973,-0.015536666,false
Amethyst Orchid,#926aa6,0.5875006,0.069242686,-0.0717918,false
Amethyst Paint,#9c8aa4,0.65810436,0.030759066,-0.030231774,false
Amethyst Phlox,#9b91a1,0.6704418,0.017671138,-0.018918931,false
Amethyst Show,#bd97cf,0.7303766,0.06290668,-0.0635466,false
Amethyst Smoke,#95879c,0.6427527,0.024401277,-0.024774909,false
Amethyst Tint,#cdc7d5,0.8387036,0.011700898,-0.016577065,false
Ametrine Quartz,#ded1e0,0.87560254,0.01938942,-0.015329003,false
Amfissa Olive,#783e48,0.43941697,0.07993916,0.014107466,false
Amiable Orange,#df965b,0.73394656,0.06043455,0.09882179,false
Amish Bread,#e6ddbe,0.8966751,-0.0027079284,0.04215479,false
Amish Green,#3a5f4e,0.45209736,-0.04909669,0.014395028,false
Ammonite Fossil,#a58d6d,0.65701425,0.01416415,0.051484406,false
Amnesia Blue,#1560bd,0.5001138,-0.03672853,-0.15806356,false
Amnesiac White,#f8fbeb,0.9815115,-0.009107798,0.019171476,true
Amok,#ddcc22,0.8336314,-0.038162798,0.16425812,false
Amor,#ee3377,0.63164407,0.22239435,0.020076394,true
Amora Purple,#bb22aa,0.557244,0.2045725,-0.101976365,true
Amore,#ae2f48,0.50688374,0.15782727,0.039492458,true
Amorous,#967d96,0.6212847,0.03917733,-0.02629888,false
Amorphous Rose,#b1a7b7,0.7417604,0.017242014,-0.018440604,false
Amour,#ee5851,0.658239,0.1672842,0.08230966,false
Amour Frais,#f5e6ea,0.9379698,0.017115504,-0.00020939112,false
Amourette,#c8c5d7,0.8313481,0.009998471,-0.022995949,false
Amourette Eternelle,#e0dfe8,0.90705353,0.004422128,-0.011359751,false
Amparo Blue,#556cb5,0.5473163,-0.0018648803,-0.11723241,false
Amphibian,#264c47,0.38672993,-0.04434569,-0.0035572648,false
Amphitrite,#384e47,0.4032823,-0.029475644,0.0035390258,false
Amphora,#9f8672,0.6376723,0.020659626,0.03666857,false
Amphystine,#3f425a,0.3864877,0.0062398165,-0.04047948,false
Amulet,#7d9d72,0.6601695,-0.05301419,0.048050404,false
Amulet Gem,#01748e,0.5174634,-0.07162902,-0.061537623,false
Amygdala Purple,#69045f,0.3608733,0.14124085,-0.070685565,false
Àn Zǐ Purple,#94568c,0.54320055,0.096556276,-0.05179906,false
Anaheim Pepper,#00bb44,0.6899794,-0.1720838,0.11191288,false
Anakiwa,#8cceea,0.81703097,-0.053337365,-0.056178212,false
Analytical Grey,#bfb6a7,0.77953565,0.003765136,0.022904336,false
Anarchist,#db304a,0.58674765,0.19410753,0.06540695,true
Anarchy,#de0300,0.5661791,0.20172922,0.11347756,false
Ancestral,#d0c1c3,0.82387465,0.016937494,0.0024573803,false
Ancestral Gold,#ddcda6,0.8516294,0.0015704334,0.054713666,false
Ancestral Water,#d0d0d0,0.8576052,-5.9604645e-8,5.9604645e-8,false
Ancestry Violet,#9e90a7,0.6731257,0.024873346,-0.02733761,false
Ancho Pepper,#7a5145,0.47694522,0.046969175,0.03541529,false
Anchor Grey,#596062,0.4836035,-0.0074892193,-0.0055805743,false
Anchor Point,#435d8b,0.47865504,-0.012264311,-0.08016345,false
Anchorman,#2c3641,0.32831812,-0.0077512264,-0.022515893,false
Anchors Away,#9ebbcd,0.7763592,-0.023188144,-0.033493996,false
Anchors Aweigh,#2b3441,0.32226208,-0.0056874454,-0.025709748,false
Anchovy,#756f6b,0.5458726,0.0053976774,0.008059263,true
Ancient,#efeedc,0.94505334,-0.0058686137,0.023092568,false
Ancient Bamboo,#da6304,0.6360659,0.11371808,0.12785417,false
Ancient Bonsai,#73754c,0.550024,-0.020801157,0.05544728,false
Ancient Brandy,#aa6611,0.5734969,0.054176226,0.111667275,false
Ancient Bronze,#9c5221,0.519414,0.07342407,0.08947402,false
Ancient Burgundy,#624147,0.4146952,0.04632303,0.005971372,false
Ancient Chest,#99522b,0.51615655,0.07295188,0.07993603,false
Ancient Copper,#9f543e,0.5309045,0.08381991,0.06357762,false
Ancient Doeskin,#dcc9a8,0.84319824,0.007286161,0.048483312,false
Ancient Earth,#746550,0.5152121,0.008894771,0.035802096,false
Ancient Fuchsia,#a44769,0.52858937,0.12780042,-0.0011679828,false
Ancient Ice,#73fdff,0.91873986,-0.115027964,-0.03422588,false
Ancient Inca,#e3af8e,0.79357034,0.044787616,0.061044514,false
Ancient Ivory,#f1e6d1,0.9280786,0.0033629537,0.030132294,false
Ancient Kingdom,#d6d8cd,0.8776121,-0.006361693,0.0135988,false
Ancient Lavastone,#483c32,0.36572334,0.011185303,0.020846218,false
Ancient Magenta,#953d55,0.48548645,0.11977549,0.0119512975,false
Ancient Marble,#d1ccb9,0.8440523,-0.0021971166,0.026281536,false
Ancient Maze,#959651,0.6566174,-0.030460238,0.08644611,false
Ancient Murasaki Purple,#895b8a,0.5377713,0.07449451,-0.05022174,false
Ancient Olive,#6a5536,0.46305293,0.012424529,0.05195114,false
Ancient Pages,#ddd4ce,0.8754579,0.0071824193,0.010741174,false
Ancient Pewter,#898d91,0.64134437,-0.002852708,-0.007041216,false
Ancient Pine,#444b43,0.4037802,-0.012559205,0.009908378,true
Ancient Planks,#774411,0.43925852,0.04670611,0.08096361,false
Ancient Prunus,#5a3d3f,0.3936396,0.03970766,0.0103034675,false
Ancient Red,#922a31,0.4476899,0.12942731,0.05006045,false
Ancient Root,#70553d,0.47133803,0.02334851,0.04529947,false
Ancient Royal Banner,#843f5b,0.4647378,0.09989621,-0.0068136156,false
Ancient Ruins,#e0cac0,0.8545265,0.019714385,0.020449579,false
Ancient Scroll,#f0e4d1,0.9233346,0.0052039623,0.027997792,true
Ancient Shelter,#83696e,0.54777503,0.033756018,0.0031469762,false
Ancient Spice,#765640,0.4811842,0.030622244,0.044633567,false
Ancient Stone,#ded8d4,0.8858591,0.004760474,0.007137835,false
Ancient Treasure,#e7d082,0.8597071,-0.0062377453,0.10092729,true
Ancient Yellow,#eecd00,0.85064703,-0.022458017,0.17407465,false
Andean Opal Green,#afcdc7,0.82446086,-0.033171833,-0.0011847615,false
Andean Slate,#90b19d,0.73002106,-0.04288122,0.016951203,false
Andes Ash,#c1a097,0.73289937,0.033592463,0.024158776,false
Andes Sky,#78d8d9,0.82392436,-0.0873763,-0.025732577,false
Andiron,#424036,0.3702168,-0.0022788793,0.016617209,false
Andorra,#633737,0.39146927,0.05912003,0.021887928,false
Andouille,#b58338,0.64536655,0.02944693,0.10576862,false
Andover Cream,#faf0d3,0.9554864,-0.0008260906,0.03944868,false
Andrea Blue,#4477dd,0.58677006,-0.021613717,-0.16384214,false
Android Green,#a4c639,0.77569747,-0.08907598,0.14103723,false
Andromeda Blue,#abcdee,0.83461475,-0.022347242,-0.054635465,true
Anemone,#882d4c,0.44067132,0.12667416,0.006390393,false
Anemone White,#f9efe4,0.9569717,0.0061525106,0.017127633,false
